id,name,description,address,latitude,longitude,city_id,opening_hours,rating,user_rating,types,phone_number,createdAt,updatedAt
396,Bangsal Magangan (???????????),-,"59R7+FFX, Jl. Magangan Kulon, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131, Indonesia",-7.808759500000001,110.3637221,5,Monday: 6:00?AM?–?6:00?PM|Tuesday: 6:00?AM?–?6:00?PM|Wednesday: 6:00?AM?–?6:00?PM|Thursday: 6:00?AM?–?6:00?PM|Friday: 6:00?AM?–?6:00?PM|Saturday: 6:00?AM?–?6:00?PM|Sunday: 6:00?AM?–?6:00?PM,4.7,209,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
397,Trianggulasi Beach,-,"89V6+357, Kaliagung, Kendalrejo, Kec. Tegaldlimo, Kabupaten Banyuwangi, Jawa Timur, Indonesia",-8.6573308,114.3604338,15,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.6,412,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
398,marlboro,-,"Jl. Affandi Jl. Kepuh GK III No.946, Samirono, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55222, Indonesia",-7.780262900000001,110.387151,18,-,4,2,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
399,Kunden Kampung Wisata Edukasi,-,"Jragung, Jogotirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573, Indonesia",-7.8063387,110.4648179,5,Monday: 7:00?AM?–?6:00?PM|Tuesday: 7:00?AM?–?6:00?PM|Wednesday: 7:00?AM?–?6:00?PM|Thursday: 7:00?AM?–?6:00?PM|Friday: 7:00?AM?–?6:00?PM|Saturday: 7:00?AM?–?6:00?PM|Sunday: 7:00?AM?–?6:00?PM,4.3,75,clothing_store|tourist_attraction|lodging|store|point_of_interest|establishment,0877-3666-4959,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
400,GROJOGAN TANJUNG WINONGO CULTURAL PARK,-,"59Q2+XMX, Patangpuluhan, Wirobrajan, Yogyakarta City, Special Region of Yogyakarta 55251, Indonesia",-7.8100045,110.3517491,5,-,4,4,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
401,Monumen Pahlawan Pancasila Kentungan,-,"Jl. Kentungan Condongcatur Depok, 69WQ+359, Kentungan, Condongcatur, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",-7.754830399999999,110.3879881,18,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.5,443,tourist_attraction|point_of_interest|establishment,(0274) 562319,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
402,Al-Fairuz Pekalongan Mosque,-,"Jl. Dr. Sutomo No.40, RT.01/RW.01, Baros, Kec. Pekalongan Tim., Kota Pekalongan, Jawa Tengah 51121, Indonesia",-6.903313199999999,109.6977462,14,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.7,4556,mosque|tourist_attraction|place_of_worship|point_of_interest|establishment,0822-9161-4444,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
403,Nanggulan Cycling Tour by MOANA,-,"Pronosutan, Kembang, Kec. Nanggulan, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55671, Indonesia",-7.744892300000001,110.2058219,19,Monday: 7:00?AM?–?5:30?PM|Tuesday: 7:00?AM?–?5:30?PM|Wednesday: 7:00?AM?–?5:30?PM|Thursday: 7:00?AM?–?5:30?PM|Friday: 7:00?AM?–?5:30?PM|Saturday: 7:00?AM?–?5:30?PM|Sunday: 7:00?AM?–?5:30?PM,4.7,59,tourist_attraction|point_of_interest|establishment,0823-3391-8990,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
404,"Nanggulan Rice Terrace, Watumurah, Pendowoharjo",-,"752R+R48, Tileng, Pendoworejo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674, Indonesia",-7.747950899999999,110.1903153,19,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.3,112,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
405,Rental mobil DnR tour,-,"Samberembe rt/rw 03/08, Samberembe, Candibinangun, Pakanewon Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582, Indonesia",-7.672466900000001,110.3989431,18,Monday: 7:00?AM?–?9:00?PM|Tuesday: 7:00?AM?–?9:00?PM|Wednesday: 7:00?AM?–?9:00?PM|Thursday: 7:00?AM?–?9:00?PM|Friday: 7:00?AM?–?9:00?PM|Saturday: 7:00?AM?–?9:00?PM|Sunday: 7:00?AM?–?9:00?PM,4.7,13,travel_agency|tourist_attraction|point_of_interest|establishment,0877-3955-5718,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
406,Gunung Gandul Wonogiri,-,"5WM7+QXH, Area Hutan, Giriwono, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57613, Indonesia",-7.815555600000001,110.915,32,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.2,65,tourist_attraction|point_of_interest|establishment,0811-2655-432,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
407,Beringin Tandon Krisak,-,"5WX2+JQR, Tlogorejo, Pare, Kec. Selogiri, Kabupaten Wonogiri, Jawa Tengah, Indonesia",-7.800892699999999,110.901898,32,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
408,Pantai Ngagelan,-,"98H7+GPM, Gladak Kembar, Purwoagung, Kec. Tegaldlimo, Kabupaten Banyuwangi, Jawa Timur 68484, Indonesia",-8.6211706,114.3143031,15,-,4.4,107,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
409,sungai serayu view,-,"JM5R+7XM, Jl. Prajuritan, Kutabanjarnegara, Kec. Banjarnegara, Kab. Banjarnegara, Jawa Tengah 53418, Indonesia",-7.3917773,109.6924258,28,-,4,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
410,Air Terjun Telepak,-,"Kentangan, Bayu, Kec. Songgon, Kabupaten Banyuwangi, Jawa Timur 68463, Indonesia",-8.1856698,114.1865958,15,-,4.1,21,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
411,Beji Antaboga,-,"P3MW+JP7, Kalisepanjang, Hutan BKPH, Kec. Glenmore, Kabupaten Banyuwangi, Jawa Timur 68466, Indonesia",-8.265970799999998,114.0968062,15,-,4.7,185,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
412,Alun Alun Giri Krida Bakti,"City open space & local hangout used for events, with some shaded circular seating areas.","Jl. KH Ahmad Dahlan, Sabggrahan, Giripurwo, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57612, Indonesia",-7.814482699999998,110.9258645,32,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.5,12716,tourist_attraction|park|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
413,Bukit Bintang,-,"6786+GG3, Budagan, Tamansari, Kec. Dringu, Kabupaten Probolinggo, Jawa Timur 67271, Indonesia",-7.783728299999998,113.2612978,12,-,4.6,78,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
414,Sumber Karya Indah - SKI Bogor,-,"Jl. Katulampa Raya No.6, RT.06/RW.01, Katulampa, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16144, Indonesia",-6.6217646,106.8214054,8,Monday: 9:00?AM?–?5:00?PM|Tuesday: 9:00?AM?–?5:00?PM|Wednesday: 9:00?AM?–?5:00?PM|Thursday: 9:00?AM?–?5:00?PM|Friday: 9:00?AM?–?5:00?PM|Saturday: 9:00?AM?–?5:00?PM|Sunday: 9:00?AM?–?5:00?PM,4.3,4454,amusement_park|tourist_attraction|point_of_interest|establishment,0857-7993-3177,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
415,EMBUNG JETIS SURUH,-,"JETIS SURUH, 89GM+4Q2, Kadilobo, Donoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582, Indonesia",-7.6747367,110.3843763,18,Monday: 7:00?AM?–?6:00?PM|Tuesday: 7:00?AM?–?6:00?PM|Wednesday: 7:00?AM?–?6:00?PM|Thursday: 7:00?AM?–?6:00?PM|Friday: 7:00?AM?–?6:00?PM|Saturday: 7:00?AM?–?6:00?PM|Sunday: 7:00?AM?–?6:00?PM,4.3,770,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
416,Spot cakul,-,"5WFF+2FQ, Sukorejo, Puhpelem, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57611, Indonesia",-7.827469400000001,110.9237251,32,-,4,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
417,Lokasi tenang,-,"G74H+R2V, Jl. Inspeksi Kanal, Dusun Temporejo, Sidorejo, Kec. Purwoharjo, Kabupaten Banyuwangi, Jawa Timur 68483, Indonesia",-8.4928945,114.2775334,15,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
418,Taman Dempo,-,"2JJC+95P, Jl. Dempo, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",-7.969040000000001,112.6204436,6,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.6,362,park|tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
419,Grembyangan River Dam,-,"Grembyangan, 6F58+QGW, Mutihan, Madurejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573, Indonesia",-7.790502199999998,110.4663333,5,Monday: 8:00?AM?–?6:00?PM|Tuesday: 8:00?AM?–?6:00?PM|Wednesday: 8:00?AM?–?6:00?PM|Thursday: 8:00?AM?–?6:00?PM|Friday: 8:00?AM?–?6:00?PM|Saturday: 8:00?AM?–?6:00?PM|Sunday: 8:00?AM?–?6:00?PM,4.3,205,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
420,Tugu Kota Probolinggo,-,"Jalan Doktor Moch. Saleh, Tisnonegaran, Kanigaran, Tisnonegaran,, Probolinggo, Kota Probolinggo, Jawa Timur 67211, Indonesia, Tisnonegaran, Kec. Kanigaran, Kota Probolinggo, Jawa Timur 67211, Indonesia",-7.753431099999998,113.2150223,12,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.3,29,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
421,Dam Satu (1),-,"P4C5+4WV, Dusun Sumberejo, Paras Tembok, Jambewangi, Kec. Sempu, Kabupaten Banyuwangi, Jawa Timur 68468, Indonesia",-8.279631199999997,114.1098055,15,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
422,P. KATENI,-,"C65M+67C, Grajagan Pantai, Grajagan, Kec. Purwoharjo, Kabupaten Banyuwangi, Jawa Timur, Indonesia",-8.591933500000001,114.2331342,15,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,3,tourist_attraction|point_of_interest|establishment,0822-3611-2229,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
423,KEBUN SEREH WANGI TOBENAN,-,"tilaman, RT.02, Tilaman, Tilamat, Imogiri, Kec. Imogiri, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55782, Indonesia",-7.919189699999999,110.3866007,17,Monday: 6:00?AM?–?5:00?PM|Tuesday: 6:00?AM?–?5:00?PM|Wednesday: 6:00?AM?–?5:00?PM|Thursday: 6:00?AM?–?5:00?PM|Friday: 6:00?AM?–?5:00?PM|Saturday: 6:00?AM?–?5:00?PM|Sunday: 6:00?AM?–?5:00?PM,5,4,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
424,Kali sodong,-,"295W+94C, Dusun Krajan, Wongsorejo, Banyuwangi Regency, East Java, Indonesia",-7.991563900000001,114.3952724,15,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,2,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
425,Durikosambi,-,"RP99+MRR, Gg. H.Saman, RT.2/RW.8, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750, Indonesia",-6.180756400000002,106.719502,10,-,1,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
426,Triangle Event Organizer,-,"No.1, Awana Condotel and Townhouse, Jl. Mayjend Sutoyo, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143, Indonesia",-7.815592000000001,110.3658177,5,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,28,tourist_attraction|point_of_interest|establishment,0819-3175-2586,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
427,Makam Kyai Langsur,-,"8RQ9+RGV, Trosemen, Sukoharjo, Kec. Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah 57512, Indonesia",-7.6603852,110.8187978,7,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.7,57,cemetery|tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
428,Tempat hunting kereta api dekat pjl 363A(perlintasan pasirmuncang jl.Veteran),-,"H677+HX8, Gg. Arimbi, Dusun I, Pangebatan, Kec. Karanglewas, Kabupaten Banyumas, Jawa Tengah 53161, Indonesia",-7.436089200000001,109.2149377,13,-,5,2,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
429,Jurang Fantasi,-,"Dusun Mangli, Jambesari, Kec. Giri, Kabupaten Banyuwangi, Jawa Timur 68425, Indonesia",-8.1906132,114.3166709,15,Monday: 8:00?AM?–?5:00?PM|Tuesday: 8:00?AM?–?5:00?PM|Wednesday: 8:00?AM?–?5:00?PM|Thursday: 8:00?AM?–?5:00?PM|Friday: 8:00?AM?–?5:00?PM|Saturday: 8:00?AM?–?5:00?PM|Sunday: 8:00?AM?–?5:00?PM,4.4,39,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
430,Dusun Ngemplak 1 Umbulmartani,-,"Dusun Ngemplak 1, 8C9F+HQR, Jl. Degolan, Legolan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584, Indonesia",-7.681427900000001,110.4246187,18,Monday: 6:00?AM?–?12:00?AM|Tuesday: 6:00?AM?–?12:00?AM|Wednesday: 6:00?AM?–?12:00?AM|Thursday: 6:00?AM?–?12:00?AM|Friday: 6:00?AM?–?12:00?AM|Saturday: 6:00?AM?–?12:00?AM|Sunday: Open 24 hours,4.5,15,tourist_attraction|point_of_interest|establishment,0896-7135-8722,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
431,Watu Kalen wisata alam,-,"Unnamed Road, 756H+JG8, Balak, Pendoworejo, Girimulyo, Kulon Progo Regency, Special Region of Yogyakarta 55674, Indonesia",-7.7384561,110.1788247,19,-,4.5,6,tourist_attraction|point_of_interest|establishment,0822-1412-4499,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
432,Wisata Bahari PPN Pekalongan,-,"Jl. Wr. Supratman No.1, Panjang Wetan, Kec. Pekalongan Utara, Kota Pekalongan, Jawa Tengah 51141, Indonesia",-6.8583253,109.6919622,14,Monday: 7:00?AM?–?8:00?PM|Tuesday: 7:00?AM?–?8:00?PM|Wednesday: 7:00?AM?–?8:00?PM|Thursday: 7:00?AM?–?8:00?PM|Friday: 7:00?AM?–?8:00?PM|Saturday: 7:00?AM?–?8:00?PM|Sunday: 7:00?AM?–?8:00?PM,4.2,432,tourist_attraction|point_of_interest|establishment,(0285) 424500,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
433,Rest area HEHA OCEAN VIEW & TERAS KACA (JK),-,"Sawah, Girisekar, Kec. Panggang, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55872, Indonesia",-8.0433432,110.4547547,20,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.4,9,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
434,Kampung Main Cipulir,"Outdoor aquatic park geared toward children with a variety of play structures, pools & rides.","Jl. Masjid Jami' Nurul Yaqin Gang H. Ali Sairi No.1A, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220, Indonesia",-6.232697099999999,106.7668361,9,Monday: 8:00?AM?–?4:00?PM|Tuesday: 8:00?AM?–?4:00?PM|Wednesday: 8:00?AM?–?4:00?PM|Thursday: 8:00?AM?–?4:00?PM|Friday: 8:00?AM?–?4:00?PM|Saturday: 8:00?AM?–?4:00?PM|Sunday: 8:00?AM?–?4:00?PM,4.2,4312,tourist_attraction|point_of_interest|establishment,(021) 7202868,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
435,BeeJay Bakau Resort,-,"Pelabuhan PPP Mayangan, Wisata Primadona, Mangunharjo, Mayangan, Mangunharjo, Kec. Mayangan, Kota Probolinggo, Jawa Timur 67217, Indonesia",-7.734075499999999,113.2222048,12,Monday: 8:00?AM?–?10:00?PM|Tuesday: 8:00?AM?–?10:00?PM|Wednesday: 8:00?AM?–?10:00?PM|Thursday: 8:00?AM?–?10:00?PM|Friday: 8:00?AM?–?10:00?PM|Saturday: 8:00?AM?–?10:00?PM|Sunday: 8:00?AM?–?10:00?PM,4.3,10230,tourist_attraction|lodging|restaurant|food|point_of_interest|establishment,(0335) 5892001,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
436,Pantai Pakde,-,"Unnamed Road, Puton, Trimulyo, Kec. Jetis, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55781, Indonesia",-7.8934479,110.3870114,17,Monday: Closed|Tuesday: 7:00?–?11:00?PM|Wednesday: 7:00?–?11:00?PM|Thursday: 7:00?–?11:00?PM|Friday: 12:30?–?11:00?PM|Saturday: 10:00?AM?–?11:00?PM|Sunday: 10:00?AM?–?11:00?PM,4.7,29,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
437,Church of Zebaoth,-,"Jl. Ir. H. Juanda No.3, RT.04/RW.01, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16122, Indonesia",-6.597871699999999,106.7944865,8,-,4.8,1058,church|tourist_attraction|place_of_worship|point_of_interest|establishment,(0251) 8346128,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
438,Kampung Literasi Pakem (Kalipa),-,"8CGF+3MW, Kledokan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584, Indonesia",-7.674751599999998,110.424188,18,-,4.6,23,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
439,Krida Loka,-,"Jl. Gerbang Pemuda No.3, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia",-6.216855199999999,106.8050664,1,-,4.1,21,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
440,Museum Polri,-,"JL Sultan Agung, Komplek Akpol, XCM8+MXR, Gajahmungkur, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50232, Indonesia",-7.0157723,110.4174048,4,-,4.6,52,museum|tourist_attraction|point_of_interest|establishment,(024) 8411680,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
441,Monumen Juang 3 Oktober,-,"4M69+W69, Bendan, Pekalongan Barat, Pekalongan City, Central Java 51119, Indonesia",-6.8877152,109.6681167,14,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.6,49,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
442,Kandang BPT Farm,-,"MW3V+95R, Telogowaro, Tlogojati, Kec. Wonosobo, Kabupaten Wonosobo, Jawa Tengah 56317, Indonesia",-7.346511700000001,109.9428949,29,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,2,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
443,Griya Hidroponik Mubarok,-,"jebol, RT.1/RW.1, Dusun 2, Ngrombo, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556, Indonesia",-7.636444899999999,110.7819566,7,Monday: 6:00?AM?–?5:00?PM|Tuesday: 6:00?AM?–?5:00?PM|Wednesday: 6:00?AM?–?5:00?PM|Thursday: 6:00?AM?–?5:00?PM|Friday: 6:00?AM?–?5:00?PM|Saturday: 6:00?AM?–?5:00?PM|Sunday: 6:00?AM?–?2:00?PM,4.8,24,tourist_attraction|food|point_of_interest|establishment,0851-0098-6801,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
444,Haru (Kucing Maskam UGM),-,"Komp. Masjid Kampus UGM, Jl. Prof. DR. Drs Notonagoro, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",-7.772900500000001,110.3800511,18,-,5,3,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
445,DESA WISATA KRAKITAN,-,"Desa Wisata, Ngeblak, Krakitan, Kec. Bayat, Kabupaten Klaten, Jawa Tengah, Indonesia",-7.751509899999998,110.6214328,33,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
446,POKDAKAN ALAM ULAM NUSANTARA,-,"F4J9+V7G, Sukomukti, Sukorejo, Kec. Bangorejo, Kabupaten Banyuwangi, Jawa Timur 68487, Indonesia",-8.517482,114.11691,15,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,4,tourist_attraction|point_of_interest|establishment,0813-6464-2017,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
447,AGROCOMPLEX BULUPITU,-,"Penajung, Tanjungseto, Kec. Kutowinangun, Kabupaten Kebumen, Jawa Tengah 54393, Indonesia",-7.694246300000001,109.7224424,30,Monday: 7:30?AM?–?3:30?PM|Tuesday: 7:30?AM?–?3:30?PM|Wednesday: 7:30?AM?–?3:30?PM|Thursday: 7:30?AM?–?3:30?PM|Friday: 7:30?AM?–?3:30?PM|Saturday: 7:30?AM?–?3:30?PM|Sunday: 7:30?AM?–?3:30?PM,5,2,tourist_attraction|point_of_interest|establishment,0882-1518-1301,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
448,Embung Karanggeneng,-,"89PJ+PRC, Karanggeneng, Purwobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582, Indonesia",-7.662624099999999,110.3825536,18,-,4,3,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
449,Bendung Khayangan Adventure Park,-,"Kepek, Pendoworejo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674, Indonesia",-7.745059299999998,110.1806758,19,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.4,466,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
